kor_co_nm: 애큐온저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점,인터넷,스마트폰,전화(텔레뱅킹) | mtrt_int: 만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용) 만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 참저축은행 | fin_prdt_nm: e-정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: *만기 후 1개월 간 : 가입이율과 만기일 당시 기간별 정기예금이율 중 낮은 단리 이율 ＊만기후 1개월초과 : 보통예금 이율 * 적용대상 : 19.07.01 신규가입자부터 적용 (이전가입자는 영업점 확인요망) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 참저축은행 | fin_prdt_nm: 비대면정기예금 | join_way: 스마트폰 | mtrt_int: *만기 후 1개월 간 : 가입이율과 만기일 당시 기간별 정기예금이율 중 낮은 단리 이율 ＊만기후 1개월초과 : 보통예금 이율 * 적용대상 : 19.07.01 신규가입자부터 적용 (이전가입자는 영업점 확인요망) | spcl_cnd: 없음 | join_deny: 1 | join_member: 만19세 이상 내국인(법인불가) | max_limit: 50000000
kor_co_nm: 오성저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: 1개월이하-약정금리와 기준금리 중 낮은금리 1개월초과-보통예금이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 오성저축은행 | fin_prdt_nm: 정기예금(비대면) | join_way: 인터넷,스마트폰 | mtrt_int: 1개월이하-약정금리와 기준금리 중 낮은금리 1개월초과-보통예금이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 오성저축은행 | fin_prdt_nm: 회전식정기예금 | join_way: 영업점 | mtrt_int: 1개월이하-약정금리와 기준금리 중 낮은금리 1개월초과-보통예금이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 오성저축은행 | fin_prdt_nm: 회전식정기예금(비대면) | join_way: 인터넷,스마트폰 | mtrt_int: 1개월이하-약정금리와 기준금리 중 낮은금리 1개월초과-보통예금이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 오성저축은행 | fin_prdt_nm: 회전식정기예금 6M | join_way: 영업점 | mtrt_int: 1개월이하-약정금리와 기준금리 중 낮은금리 1개월초과-보통예금이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 오성저축은행 | fin_prdt_nm: 회전식정기예금 6M (비대면) | join_way: 인터넷,스마트폰 | mtrt_int: 1개월이하-약정금리와 기준금리 중 낮은금리 1개월초과-보통예금이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 대원상호저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: 1. 만기후 H1 이내: 가입당시 약정금리 적용 2. 만기후 1개월 초과: 보통예금 이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: 48300000
kor_co_nm: 에스앤티저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: -만기 후 1개월 이내 : 가입당시 약정금리 -만기 후 1개월 초과 : 0.20% (보통예금 금리적용) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 에스앤티저축은행 | fin_prdt_nm: 정기예금(비대면) | join_way: 인터넷,스마트폰 | mtrt_int: -만기 후 1개월 이내 : 가입당시 약정금리 -만기 후 1개월 초과 : 0.20% (보통예금 금리적용) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 솔브레인저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: - 만기후 1개월 까지 : 계약기간별 [가입 시 약정이율과 만기 시 약정이율] 중 낮은이율 - 만기후 1개월 이후 : 보통예금 이율(0.3%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 솔브레인저축은행 | fin_prdt_nm: e-정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: - 만기후 1개월 까지 : 계약기간별 [가입 시 약정이율과 만기 시 약정이율] 중 낮은이율 - 만기후 1개월 이후 : 보통예금 이율(0.3%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 솔브레인저축은행 | fin_prdt_nm: 정기예금(비대면) | join_way: 스마트폰 | mtrt_int: - 만기후 1개월 까지 : 계약기간별 [가입 시 약정이율과 만기 시 약정이율] 중 낮은이율 - 만기후 1개월 이후 : 보통예금 이율(0.3%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 개인(만19세이상) | max_limit: None
kor_co_nm: 동원제일저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: - 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용 - 만기 후 1개월 초과: 보통예금 금리 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 동원제일저축은행 | fin_prdt_nm: 정기예금(비대면) | join_way: 인터넷,스마트폰 | mtrt_int: -만기 후 1개월 이하:약정 금리와 만기일 현재 정기예금 금리중 낮은 금리적용 -만기 후 1개월 초과: 보통예금 금리 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: 50000000
kor_co_nm: 동원제일저축은행 | fin_prdt_nm: 회전정기예금(변동금리) | join_way: 영업점 | mtrt_int: -만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 동원제일저축은행 | fin_prdt_nm: 회전정기예금-비대면(변동금리) | join_way: 인터넷,스마트폰 | mtrt_int: -만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: 50000000
kor_co_nm: 조흥저축은행 | fin_prdt_nm: 정기예금(통영) | join_way: 영업점 | mtrt_int: 만기후1개월이내 약정금리와 현행고시금리중 낮은 이율 1개월초과시 보통예금 이자율 적용 | spcl_cnd: 해당없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 조흥저축은행 | fin_prdt_nm: 정기예금(거제) | join_way: 영업점 | mtrt_int: 만기후1개월이내 약정금리와 현행고시금리중 낮은 이율 1개월초과시 보통예금 이자율 적용 | spcl_cnd: 해당없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 조흥저축은행 | fin_prdt_nm: e-정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: 만기후1개월이내 약정금리와 현행고시금리중 낮은 이율 1개월초과시 보통예금 이자율 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 진주저축은행 | fin_prdt_nm: 정기예금(진주,통영) | join_way: 영업점 | mtrt_int: ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율  ㆍ1개월 초과  : 연 0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 비거주 외국인 외 제한없음 | max_limit: None
kor_co_nm: 진주저축은행 | fin_prdt_nm: 정기예금(부산,울산,창원) | join_way: 영업점 | mtrt_int: ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율  ㆍ1개월 초과  : 연 0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 비거주 외국인 외 제한없음 | max_limit: None
kor_co_nm: 진주저축은행 | fin_prdt_nm: M-정기예금(비대면) | join_way: 스마트폰 | mtrt_int: ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율  ㆍ1개월 초과  : 연 0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 비거주 외국인 외 제한없음 | max_limit: None
kor_co_nm: 진주저축은행 | fin_prdt_nm: E-정기예금(비대면) | join_way: 인터넷 | mtrt_int: ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율  ㆍ1개월 초과  : 연 0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 비거주 외국인 외 제한없음 | max_limit: None
kor_co_nm: 진주저축은행 | fin_prdt_nm: 지니뱅크-정기예금(비대면) | join_way: 스마트폰 | mtrt_int: ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율  ㆍ1개월 초과  : 연 0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 비거주 외국인 외 제한없음 | max_limit: None
kor_co_nm: 진주저축은행 | fin_prdt_nm: 안심정기예금(진주,통영) (창구전용) | join_way: 영업점 | mtrt_int: ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율  ㆍ1개월 초과  : 연 0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 비거주 외국인 외 제한없음 | max_limit: None
kor_co_nm: 진주저축은행 | fin_prdt_nm: 안심정기예금(부산,창원,울산) (창구전용) | join_way: 영업점 | mtrt_int: ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율  ㆍ1개월 초과  : 연 0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 비거주 외국인 외 제한없음 | max_limit: None
kor_co_nm: 예가람저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: * 만기후 1개월 이내 : 가입당시 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율 * 만기후 1개월 초과 : 보통예금금리 | spcl_cnd: 예적금 만기 후 원금 12개월 이상 재예치시 : 0.1% 우대 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 예가람저축은행 | fin_prdt_nm: e-정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: * 만기후 1개월 이내 : 가입당시 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율 * 만기후 1개월 초과 : 보통예금금리 | spcl_cnd: 예적금 만기 후 원금 12개월 이상 재예치시 : 0.1% 우대 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 예가람저축은행 | fin_prdt_nm: 안심Plus 정기예금 | join_way: 영업점 | mtrt_int: * 만기후 1개월 이내 : 가입당시 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율 * 만기후 1개월 초과 : 보통예금금리 | spcl_cnd: * 13개월 이상 ~ 24개월 미만 중도해지시 가입당시 1년 정기예금 금리 적용 * 24개월 이상 ~ 36개월 미만 중도해지시 가입당시 2년 정기예금 금리 적용 * 예적금 만기 후 원금 36개월 이상 재예치시 : 0.1% 우대 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 예가람저축은행 | fin_prdt_nm: e-안심Plus 정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: * 만기후 1개월 이내 : 가입당시 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율 * 만기후 1개월 초과 : 보통예금금리 | spcl_cnd: 비대면 가입 * 13개월 이상 ~ 24개월 미만 중도해지시 가입당시 1년 정기예금 금리 적용 * 24개월 이상 ~ 36개월 미만 중도해지시 가입당시 2년 정기예금 금리 적용 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 예가람저축은행 | fin_prdt_nm: 회전정기예금 | join_way: 영업점 | mtrt_int: * 만기후 1개월 이내 : 마지막 회전주기의 약정이율 * 만기후 1개월 초과 : 보통예금금리 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 예가람저축은행 | fin_prdt_nm: e-회전정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: * 만기후 1개월 이내 : 마지막 회전주기의 약정이율 * 만기후 1개월 초과 : 보통예금금리 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 제이티저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: -1개월 이내 : 예치시점 약정금리 -1개월 초과 : 0.1% | spcl_cnd: -자동만기연장 가입 등 0.1% 금리우대 (12개월이상) | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 제이티저축은행 | fin_prdt_nm: e-정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: -1개월 이내 : 예치시점 약정금리 -1개월 초과 : 0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 제이티저축은행 | fin_prdt_nm: 회전식정기예금(변동금리상품) | join_way: 영업점 | mtrt_int: -1개월 이내 : 예치시점 약정금리 -1개월 초과 : 0.1% | spcl_cnd: -최초가입일 금리는 1년간 적용되며, 이후 약정한 회전주기(12개월)별로 계약기간 내에서 이자율이 변동되는 상품임. | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 제이티저축은행 | fin_prdt_nm: 회전정기예금_비대면(변동금리상품) | join_way: 인터넷,스마트폰 | mtrt_int: -1개월 이내 : 예치시점 약정금리 -1개월 초과 : 0.1% | spcl_cnd: -최초가입일 금리는 1년간 적용되며, 이후 약정한 회전주기(12개월)별로 계약기간 내에서 이자율이 변동되는 상품임. | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 삼호저축은행 | fin_prdt_nm: 정기예금(인터넷-모바일) | join_way: 인터넷,스마트폰 | mtrt_int: 없음 | spcl_cnd: 만기후 1개월 이내 해지시 약정금리 적용, 만기후 1개월 초과 이후 해지시 보통예금 이율적용 | join_deny: 1 | join_member: 없음 | max_limit: None
kor_co_nm: 삼호저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: 없음 | spcl_cnd: 만기후 1개월 이내 해지시 약정금리 적용, 만기후 1개월 초과 이후 해지시 보통예금 이율적용 | join_deny: 1 | join_member: 없음 | max_limit: None
kor_co_nm: 엔에이치저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: -1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리 -1개월 초과: 지급일 당시 보통예금 이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 엔에이치저축은행 | fin_prdt_nm: 회전식 정기예금 | join_way: 영업점,인터넷,스마트폰 | mtrt_int: -1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리 -1개월 초과: 지급일 당시 보통예금 이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 엔에이치저축은행 | fin_prdt_nm: 비대면 정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: -1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리 -1개월 초과: 지급일 당시 보통예금 이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 대신저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점,인터넷 | mtrt_int: * 만기후 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율 * 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 모든고객 | max_limit: None
kor_co_nm: 대신저축은행 | fin_prdt_nm: 스마트정기예금 | join_way: 스마트폰 | mtrt_int: * 만기후 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율 * 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 스마트뱅크 가입고객 | max_limit: None
kor_co_nm: 대신저축은행 | fin_prdt_nm: 더드리고정기예금 | join_way: 영업점 | mtrt_int: * 만기후 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율 * 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 만 65세이상 고객 | max_limit: None
kor_co_nm: 대신저축은행 | fin_prdt_nm: 대신든든정기예금 | join_way: 영업점 | mtrt_int: * 만기후 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율 * 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 모든고객 | max_limit: None
kor_co_nm: 대신저축은행 | fin_prdt_nm: 회전정기예금 | join_way: 영업점 | mtrt_int: * 만기후 1개월 이내 : 마지막 회전주기의 약정이율나 만기시점 동일상품 신규 약정이율 중 낮은이율 * 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 모든고객 | max_limit: None
kor_co_nm: 대신저축은행 | fin_prdt_nm: 스마트회전정기예금 | join_way: 스마트폰 | mtrt_int: * 만기후 1개월 이내 : 마지막 회전주기의 약정이율나 만기시점 동일상품 신규 약정이율 중 낮은이율 * 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 스마트뱅크 가입고객 | max_limit: None
kor_co_nm: 아이비케이저축은행 | fin_prdt_nm: 참기특한정기예금 | join_way: 영업점,인터넷,스마트폰 | mtrt_int: -만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율 -1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 아이비케이저축은행 | fin_prdt_nm: 참기특한정기예금(비대면) | join_way: 인터넷,스마트폰 | mtrt_int: -만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율 -1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음(단,비거주 외국인 제외) | max_limit: None
kor_co_nm: 아이비케이저축은행 | fin_prdt_nm: IBKSB 회전정기예금(변동금리) | join_way: 영업점,인터넷,스마트폰 | mtrt_int: * 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율 * 만기경과 1개월 초과 : 보통예금 이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음(단,비거주 외국인 제외) | max_limit: None
kor_co_nm: 아이비케이저축은행 | fin_prdt_nm: IBKSB e-회전정기예금(변동금리) | join_way: 인터넷,스마트폰 | mtrt_int: * 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율 * 만기경과 1개월 초과 : 보통예금 이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음(단,비거주 외국인 제외) | max_limit: None
kor_co_nm: 아이비케이저축은행 | fin_prdt_nm: 이어드림 회전정기예금(변동금리) | join_way: 영업점 | mtrt_int: * 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율 * 만기경과 1개월 초과 : 보통예금 이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음(단,비거주 외국인 제외) | max_limit: None
kor_co_nm: 비엔케이저축은행 | fin_prdt_nm: 정기예금(대면) | join_way: 영업점 | mtrt_int: * 1개월내  : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용 | spcl_cnd: 비대면, 인터넷,모바일 가입시 0.1%우대 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 비엔케이저축은행 | fin_prdt_nm: 삼삼한정기예금(회전정기예금)(1년단위 변동금리) | join_way: 영업점,인터넷,스마트폰 | mtrt_int: * 1개월내  : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 비엔케이저축은행 | fin_prdt_nm: 정기예금(비대면,인터넷,모바일) | join_way: 인터넷,스마트폰 | mtrt_int: * 1개월내  : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 케이비저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: - 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율 - 1개월초과 : 보통예금이율 | spcl_cnd: - 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용.  단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 케이비저축은행 | fin_prdt_nm: KB e-plus 정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: - 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율 - 1개월초과 : 보통예금이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 케이비저축은행 | fin_prdt_nm: KB회전식정기예금 | join_way: 영업점 | mtrt_int: - 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율 - 1개월초과 : 보통예금이율 | spcl_cnd: -만 65세이상 첫가입시 최초 1계좌에 한하여 우대금리 연 0.1%p적용 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 케이비저축은행 | fin_prdt_nm: kiwi회전식정기예금 | join_way: 스마트폰 | mtrt_int: - 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율 - 1개월초과 : 보통예금이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 하나저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점,인터넷,스마트폰 | mtrt_int: -1개월 이내 : 약정금리와 현행 고시금리 중 낮은 금리 -1개월 초과 : 현행 고시 보통예금 금리 | spcl_cnd: * 최고우대금리 : 0.2% - 인터넷뱅킹, 모바일APP, 모바일WEB(하나디지털뱅크, 하나원큐연계), 비대면계좌개설서비스(SB톡톡)으로 가입: 0.1% - 하나카드 휴면 6개월 이상 무실적 고객이 발급 후 3개월간 이용실적 10만원 이상 확인 시 0.1% 단,①~⑤ 모두충족 시 (자세한 사항은 홈페이지 참조) ※ 단위는 연%p | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 하나저축은행 | fin_prdt_nm: 1Q 비대면정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: -1개월 이내 : 약정금리와 현행 고시금리 중 낮은 금리 -1개월 초과 : 현행 고시 보통예금 금리 | spcl_cnd: * 최고우대금리 : 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 하나저축은행 | fin_prdt_nm: 비대면 세바퀴정기예금(1년단위 변동금리상품) | join_way: 인터넷,스마트폰 | mtrt_int: -1개월 이내 : 약정금리와 현행 고시금리 중 낮은 금리 -1개월 초과 : 현행 고시 보통예금 금리 | spcl_cnd: - | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 하나저축은행 | fin_prdt_nm: 세바퀴정기예금(1년단위 변동금리상품) | join_way: 영업점,인터넷,스마트폰 | mtrt_int: -1개월 이내 : 약정금리와 현행 고시금리 중 낮은 금리 -1개월 초과 : 현행 고시 보통예금 금리 | spcl_cnd: 세바퀴 정기예금 가입시 0.1% 인터넷뱅킹,모바일APP,모바일WEB(하나디지털뱅크, 하나원큐연계)으로 가입시 0.1% | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 제이티친애저축은행 | fin_prdt_nm: 회전식 정기예금 | join_way: 영업점 | mtrt_int: -1개월 이내 해지시 : 약정이율 적용 -1개월 초과 이후 해지시 : 보통예금 금리 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 제이티친애저축은행 | fin_prdt_nm: 비대면 회전식 정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: -1개월 이내 해지시 : 약정이율 적용 -1개월 초과 이후 해지시 : 보통예금 금리 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 제이티친애저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: -1개월 이내 해지시 : 약정이율 적용 -1개월 초과 이후 해지시 : 보통예금 금리 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 제이티친애저축은행 | fin_prdt_nm: 비대면 정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: -1개월 이내 해지시 : 약정이율 적용 -1개월 초과 이후 해지시 : 보통예금 금리 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 신한저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: - 1개월 이내 : 약정금리 - 1개월 초과 : 보통예금금리 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 신한저축은행 | fin_prdt_nm: 더드림정기예금 | join_way: 영업점 | mtrt_int: - 1개월 이내 : 약정금리 - 1개월 초과 : 보통예금금리 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 신한저축은행 | fin_prdt_nm: e-정기예금 | join_way: 인터넷 | mtrt_int: - 1개월 이내 : 약정금리 - 1개월 초과 : 보통예금금리 | spcl_cnd: 없음 | join_deny: 1 | join_member: 개인 | max_limit: 500000000
kor_co_nm: 신한저축은행 | fin_prdt_nm: e-더드림정기예금 | join_way: 인터넷 | mtrt_int: - 1개월 이내 : 약정금리 - 1개월 초과 : 보통예금금리 | spcl_cnd: 없음 | join_deny: 1 | join_member: 개인 | max_limit: 500000000
kor_co_nm: 신한저축은행 | fin_prdt_nm: s-정기예금 | join_way: 스마트폰 | mtrt_int: - 1개월 이내 : 약정금리 - 1개월 초과 : 보통예금금리 | spcl_cnd: 없음 | join_deny: 1 | join_member: 개인 | max_limit: 500000000
kor_co_nm: 신한저축은행 | fin_prdt_nm: s-더드림정기예금 | join_way: 스마트폰 | mtrt_int: - 1개월 이내 : 약정금리 - 1개월 초과 : 보통예금금리 | spcl_cnd: 없음 | join_deny: 1 | join_member: 개인 | max_limit: 500000000
kor_co_nm: 웰컴저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: - 만기 후 1개월 이하 : 가입 당시 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용 (만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리) - 만기 후 1개월 초과 : 연 0.1% | spcl_cnd: - | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 웰컴저축은행 | fin_prdt_nm: 웰뱅 회전 정기예금 | join_way: 영업점 | mtrt_int: - 만기 후 1개월 이하 : 마지막 회전주기의 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용 (만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리) - 만기 후 1개월 초과 : 연 0.1% | spcl_cnd: - | join_deny: 1 | join_member: 제한없음 | max_limit: None
